file,path,expected,found,text_ok,misdecode,dup,ms,tags
sw_dpm-0_invert-0_printdefect-0_quietzone-0_1,2stage,1,1,1,0,0,6.749,dpm=0;invert=0;printdefect=0;quietzone=0;sym-EAN_13;modpx-8.00;img-ok
sw_dpm-1_invert-0_printdefect-0_quietzone-0_1,2stage,1,1,1,0,0,33.434,dpm=1;invert=0;printdefect=0;quietzone=0;sym-EAN_13;modpx-8.00;img-ok
sw_dpm-0_invert-1_printdefect-0_quietzone-0_1,2stage,1,1,1,0,0,36.233,dpm=0;invert=1;printdefect=0;quietzone=0;sym-EAN_13;modpx-8.00;img-ok
sw_dpm-1_invert-1_printdefect-0_quietzone-0_1,2stage,1,0,0,0,0,331.743,dpm=1;invert=1;printdefect=0;quietzone=0;sym-EAN_13;modpx-8.00;img-ok
sw_dpm-0_invert-0_printdefect-0.25_quietzone-0_1,2stage,1,1,1,0,0,1.642,dpm=0;invert=0;printdefect=0.25;quietzone=0;sym-EAN_13;modpx-8.00;img-ok
sw_dpm-1_invert-0_printdefect-0.25_quietzone-0_1,2stage,1,1,1,0,0,26.494,dpm=1;invert=0;printdefect=0.25;quietzone=0;sym-EAN_13;modpx-8.00;img-ok
sw_dpm-0_invert-1_printdefect-0.25_quietzone-0_1,2stage,1,1,1,0,0,37.429,dpm=0;invert=1;printdefect=0.25;quietzone=0;sym-EAN_13;modpx-8.00;img-ok
sw_dpm-1_invert-1_printdefect-0.25_quietzone-0_1,2stage,1,0,0,0,0,258.682,dpm=1;invert=1;printdefect=0.25;quietzone=0;sym-EAN_13;modpx-8.00;img-ok
sw_dpm-0_invert-0_printdefect-0.5_quietzone-0_1,2stage,1,1,1,0,0,1.745,dpm=0;invert=0;printdefect=0.5;quietzone=0;sym-EAN_13;modpx-8.00;img-ok
sw_dpm-1_invert-0_printdefect-0.5_quietzone-0_1,2stage,1,1,1,0,0,26.741,dpm=1;invert=0;printdefect=0.5;quietzone=0;sym-EAN_13;modpx-8.00;img-ok
sw_dpm-0_invert-1_printdefect-0.5_quietzone-0_1,2stage,1,1,1,0,0,76.113,dpm=0;invert=1;printdefect=0.5;quietzone=0;sym-EAN_13;modpx-8.00;img-ok
sw_dpm-1_invert-1_printdefect-0.5_quietzone-0_1,2stage,1,1,1,0,0,162.222,dpm=1;invert=1;printdefect=0.5;quietzone=0;sym-EAN_13;modpx-8.00;img-ok
sw_dpm-0_invert-0_printdefect-0.75_quietzone-0_1,2stage,1,1,1,0,0,1.784,dpm=0;invert=0;printdefect=0.75;quietzone=0;sym-EAN_13;modpx-8.00;img-ok
sw_dpm-1_invert-0_printdefect-0.75_quietzone-0_1,2stage,1,1,1,0,0,26.331,dpm=1;invert=0;printdefect=0.75;quietzone=0;sym-EAN_13;modpx-8.00;img-ok
sw_dpm-0_invert-1_printdefect-0.75_quietzone-0_1,2stage,1,1,1,0,0,32.648,dpm=0;invert=1;printdefect=0.75;quietzone=0;sym-EAN_13;modpx-8.00;img-ok
sw_dpm-1_invert-1_printdefect-0.75_quietzone-0_1,2stage,1,0,0,0,0,322.016,dpm=1;invert=1;printdefect=0.75;quietzone=0;sym-EAN_13;modpx-8.00;img-ok
sw_dpm-0_invert-0_printdefect-1_quietzone-0_1,2stage,1,1,1,0,0,2.293,dpm=0;invert=0;printdefect=1;quietzone=0;sym-EAN_13;modpx-8.00;img-ok
