file,path,expected,found,text_ok,misdecode,dup,ms,tags
sw_module-1_1,2stage,1,1,1,0,0,8.509,module=1;sym-EAN_13;modpx-1.00;img-impossible
sw_module-1.25_1,2stage,1,0,0,0,0,172.097,module=1.25;sym-EAN_13;modpx-1.25;img-impossible
sw_module-1.5_1,2stage,1,1,1,0,0,6.096,module=1.5;sym-EAN_13;modpx-1.50;img-borderline
sw_module-1.75_1,2stage,1,1,1,0,0,6.943,module=1.75;sym-EAN_13;modpx-1.75;img-borderline
sw_module-2_1,2stage,1,1,1,0,0,6.560,module=2;sym-EAN_13;modpx-2.00;img-ok
sw_module-2.25_1,2stage,1,1,1,0,0,6.541,module=2.25;sym-EAN_13;modpx-2.25;img-ok
sw_module-2.5_1,2stage,1,1,1,0,0,7.373,module=2.5;sym-EAN_13;modpx-2.50;img-ok
sw_module-2.75_1,2stage,1,1,1,0,0,16.083,module=2.75;sym-EAN_13;modpx-2.75;img-ok
sw_module-3_1,2stage,1,1,1,0,0,1.409,module=3;sym-EAN_13;modpx-3.00;img-ok
sw_module-3.25_1,2stage,1,1,1,0,0,1.362,module=3.25;sym-EAN_13;modpx-3.25;img-ok
sw_module-3.5_1,2stage,1,1,1,0,0,1.258,module=3.5;sym-EAN_13;modpx-3.50;img-ok
sw_module-3.75_1,2stage,1,1,1,0,0,1.105,module=3.75;sym-EAN_13;modpx-3.75;img-ok
sw_module-4_1,2stage,1,1,1,0,0,1.592,module=4;sym-EAN_13;modpx-4.00;img-ok
sw_module-4.25_1,2stage,1,1,1,0,0,1.356,module=4.25;sym-EAN_13;modpx-4.25;img-ok
sw_module-4.5_1,2stage,1,1,1,0,0,1.490,module=4.5;sym-EAN_13;modpx-4.50;img-ok
sw_module-4.75_1,2stage,1,1,1,0,0,1.284,module=4.75;sym-EAN_13;modpx-4.75;img-ok
sw_module-5_1,2stage,1,1,1,0,0,1.468,module=5;sym-EAN_13;modpx-5.00;img-ok
sw_module-5.25_1,2stage,1,1,1,0,0,1.171,module=5.25;sym-EAN_13;modpx-5.25;img-ok
sw_module-5.5_1,2stage,1,1,1,0,0,1.125,module=5.5;sym-EAN_13;modpx-5.50;img-ok
sw_module-5.75_1,2stage,1,1,1,0,0,1.080,module=5.75;sym-EAN_13;modpx-5.75;img-ok
sw_module-6_1,2stage,1,1,1,0,0,1.557,module=6;sym-EAN_13;modpx-6.00;img-ok
