file,path,expected,found,text_ok,misdecode,dup,ms,tags
c000052_1,2stage,1,1,1,0,0,35.500,mixed;clutter-warehouse;mod-5px+;sym-CODE128;rot-small;noise;sym-CODE_128;n1;img-ok
c000054_1,2stage,1,1,1,0,0,16.266,mixed;mod-5px+;sym-CODE39;lowcontrast;rot-small;perspective;dirty;noise;sym-CODE_39;n1;img-ok
c000055_1,2stage,1,1,1,0,0,19.976,mixed;mod-5px+;sym-QR;dirty;shadow;sym-QR_CODE;n1;img-ok
c000056_2,2stage,2,2,2,0,0,10.236,mixed;mod-3px;sym-CODE128;lowcontrast;mod-5px+;sym-CODE39;rot-small;curved;sym-CODE_128;sym-CODE_39;n2;img-ok
c000057_9,2stage,9,3,3,0,0,10.562,mixed;clutter-falsepattern;mod-3px;sym-CODE128;inverted;perspective;mod-5px+;sym-QR;lowcontrast;dpm;printdefect;sym-CODE39;rot-free;damaged;rot-ortho;dirty;noise;sym-CODE_128;sym-CODE_39;sym-QR_CODE;n9;img-ok
c000059_1,2stage,1,1,1,0,0,1.641,mixed;mod-5px+;sym-QR;lowcontrast;dpm;quietzone;sym-QR_CODE;n1;img-ok
c000061_1,2stage,1,1,1,0,0,9.264,mixed;mod-5px+;sym-QR;perspective;glare;shadow;sym-QR_CODE;n1;img-ok
c000062_2,2stage,2,1,1,0,0,9.994,mixed;clutter-warehouse;mod-5px+;sym-ITF;lowcontrast;mod-3px;sym-QR;underexposed;noise;sym-QR_CODE;n2;img-ok
c000063_5,2stage,5,1,1,0,0,1.619,mixed;mod-3px;sym-CODE39;rot-free;mod-5px+;sym-QR;lowcontrast;rot-ortho;sym-CODE128;printdefect;damaged;inverted;glare;overexposed;sym-CODE_128;sym-CODE_39;sym-QR_CODE;n5;img-ok
c000064_1,2stage,1,1,1,0,0,10.261,mixed;mod-3px;sym-QR;rot-free;quietzone;curved;sym-QR_CODE;n1;img-ok
c000066_1,2stage,1,1,1,0,0,68.838,mixed;mod-5px+;sym-ITF;lowcontrast;shadow;underexposed;noise;n1;img-ok
c000067_3,2stage,3,2,2,0,0,2.244,mixed;mod-5px+;sym-QR;mod-3px;sym-CODE128;damaged;rot-ortho;overexposed;sym-CODE_128;sym-QR_CODE;n3;img-ok
c000068_6,2stage,6,2,2,0,0,1.494,mixed;mod-5px+;sym-QR;dpm;rot-free;mod-3px;sym-CODE39;rot-ortho;sym-EAN13;lowcontrast;rot-small;quietzone;overexposed;sym-CODE_39;sym-EAN_13;sym-QR_CODE;n6;img-ok
c000072_1,2stage,1,1,1,0,0,3.911,mixed;clutter-label;mod-3px;sym-CODE39;printdefect;overexposed;sym-CODE_39;n1;img-ok
c000074_1,2stage,1,1,1,0,0,49.532,mixed;mod-5px+;sym-CODE39;damaged;glare;overexposed;noise;sym-CODE_39;n1;img-ok
c000075_1,2stage,1,0,0,0,0,559.936,mixed;clutter-falsepattern;mod-5px+;sym-ITF;lowcontrast;damaged;rot-ortho;perspective-strong;motion-strong;overexposed;n1;img-ok
c000076_1,2stage,1,1,1,0,0,651.938,mixed;clutter-warehouse;mod-3px;sym-CODE128;damaged;quietzone;curved;shadow;sym-CODE_128;n1;img-ok
c000078_1,2stage,1,1,1,0,0,19.486,mixed;clutter-falsepattern;mod-3px;sym-ITF;rot-free;glare;n1;img-ok
c000079_1,2stage,1,1,1,0,0,3.753,mixed;clutter-label;mod-3px;sym-CODE39;rot-small;quietzone;sym-CODE_39;n1;img-ok
c000080_2,2stage,2,2,2,0,0,433.094,mixed;mod-3px;sym-CODE39;inverted;lowcontrast;rot-free;quietzone;overexposed;sym-CODE_39;n2;img-ok
c000081_1,2stage,1,1,1,0,0,2.744,mixed;clutter-label;mod-3px;sym-CODE39;quietzone;shadow;overexposed;sym-CODE_39;n1;img-ok
c000082_6,2stage,6,2,2,0,0,1.536,mixed;clutter-falsepattern;mod-5px+;sym-QR;lowcontrast;rot-free;dpm;perspective;inverted;printdefect;mod-3px;sym-CODE39;rot-ortho;quietzone;overexposed;sym-CODE_39;sym-QR_CODE;n6;img-ok
c000084_1,2stage,1,0,0,0,0,457.409,mixed;clutter-falsepattern;mod-5px+;sym-QR;damaged;rot-small;dirty;sym-QR_CODE;n1;img-ok
c000085_1,2stage,1,1,1,0,0,7.194,mixed;clutter-label;mod-3px;sym-CODE39;overexposed;sym-CODE_39;n1;img-ok
c000086_1,2stage,1,1,1,0,0,4.330,mixed;clutter-falsepattern;mod-5px+;sym-CODE128;damaged;perspective;curved;overexposed;sym-CODE_128;n1;img-ok
c000088_2,2stage,2,2,2,0,0,6.409,mixed;mod-3px;sym-ITF;mod-5px+;sym-QR;perspective;underexposed;noise;sym-QR_CODE;n2;img-ok
c000089_1,2stage,1,1,1,0,0,431.077,mixed;mod-3px;sym-CODE39;printdefect;perspective;curved;glare;shadow;sym-CODE_39;n1;img-ok
c000090_4,2stage,4,1,1,0,0,1.510,mixed;mod-5px+;sym-QR;mod-3px;sym-CODE128;rot-free;damaged;sym-EAN13;rot-small;dirty;shadow;sym-CODE_128;sym-EAN_13;sym-QR_CODE;n4;img-ok
c000091_2,2stage,2,1,1,0,0,129.660,mixed;clutter-falsepattern;mod-5px+;sym-QR;dpm;damaged;sym-CODE128;inverted;glare;shadow;sym-CODE_128;sym-QR_CODE;n2;img-ok
c000092_3,2stage,3,2,2,0,0,2.754,mixed;mod-3px;sym-CODE39;lowcontrast;rot-small;mod-5px+;sym-QR;sym-CODE128;damaged;curved;glare;underexposed;sym-CODE_128;sym-CODE_39;sym-QR_CODE;n3;img-ok
c000095_1,2stage,1,0,0,0,0,209.548,mixed;clutter-label;mod-3px;sym-QR;perspective-strong;dirty;underexposed;sym-QR_CODE;n1;img-ok
c000098_5,2stage,5,1,1,0,0,1.992,mixed;mod-3px;sym-ITF;inverted;sym-QR;rot-small;perspective-strong;sym-CODE128;rot-free;mod-5px+;printdefect;quietzone;glare;sym-CODE_128;sym-QR_CODE;n5;img-ok
c000100_6,2stage,6,1,1,0,0,19.592,mixed;mod-5px+;sym-QR;perspective-strong;damaged;rot-free;inverted;mod-3px;sym-CODE128;lowcontrast;dpm;rot-ortho;dirty;sym-CODE_128;sym-QR_CODE;n6;img-ok
c000104_3,2stage,3,1,1,0,0,10.438,mixed;mod-5px+;sym-EAN13;damaged;sym-CODE128;inverted;sym-QR;rot-small;quietzone;glare;noise-strong;sym-CODE_128;sym-EAN_13;sym-QR_CODE;n3;img-ok
c000106_6,2stage,6,1,1,0,0,8.292,mixed;clutter-falsepattern;mod-3px;sym-CODE128;lowcontrast;damaged;sym-CODE39;mod-5px+;sym-QR;inverted;perspective-strong;sym-EAN13;rot-free;sym-ITF;rot-ortho;curved;glare;sym-CODE_128;sym-CODE_39;sym-EAN_13;sym-QR_CODE;n6;img-ok
c000109_5,2stage,5,1,1,0,0,43.973,mixed;clutter-label;mod-5px+;sym-QR;rot-small;perspective-strong;inverted;mod-3px;sym-CODE39;lowcontrast;printdefect;rot-free;sym-CODE128;quietzone;curved;glare;sym-CODE_128;sym-CODE_39;sym-QR_CODE;n5;img-ok
c000110_1,2stage,1,1,1,0,0,6.183,mixed;clutter-label;mod-5px+;sym-CODE39;rot-free;quietzone;overexposed;sym-CODE_39;n1;img-ok
c000112_1,2stage,1,1,1,0,0,5.147,mixed;mod-3px;sym-QR;quietzone;sym-QR_CODE;n1;img-ok
c000113_2,2stage,2,1,1,0,0,1.570,mixed;clutter-label;mod-5px+;sym-QR;inverted;sym-EAN13;rot-ortho;dirty;glare;overexposed;sym-EAN_13;sym-QR_CODE;n2;img-ok
c000116_10,2stage,10,3,3,0,0,41.183,mixed;mod-3px;sym-CODE128;lowcontrast;damaged;rot-small;mod-5px+;sym-QR;inverted;printdefect;dpm;rot-ortho;perspective;sym-ITF;curved;overexposed;noise;sym-CODE_128;sym-QR_CODE;n10;img-ok
c000117_1,2stage,1,1,1,0,0,16.938,mixed;clutter-falsepattern;mod-5px+;sym-QR;lowcontrast;rot-free;quietzone;shadow;underexposed;sym-QR_CODE;n1;img-ok
c000119_6,2stage,6,2,2,0,0,1.544,mixed;mod-5px+;sym-EAN13;rot-small;perspective-strong;sym-QR;mod-3px;sym-CODE39;lowcontrast;printdefect;inverted;quietzone;glare;overexposed;sym-CODE_39;sym-EAN_13;sym-QR_CODE;n6;img-ok
c000120_1,2stage,1,1,1,0,0,88.431,mixed;mod-3px;sym-CODE39;rot-small;curved;shadow;noise;sym-CODE_39;n1;img-ok
c000121_2,2stage,2,1,1,0,0,51.358,mixed;clutter-warehouse;mod-3px;sym-QR;printdefect;sym-CODE39;perspective-strong;quietzone;glare;underexposed;sym-CODE_39;sym-QR_CODE;n2;img-ok
c000122_2,2stage,2,1,1,0,0,1.684,mixed;mod-3px;sym-CODE128;lowcontrast;damaged;rot-small;mod-5px+;sym-ITF;curved;sym-CODE_128;n2;img-ok
c000125_1,2stage,1,1,1,0,0,15.912,mixed;mod-5px+;sym-QR;rot-small;perspective-strong;shadow;overexposed;sym-QR_CODE;n1;img-ok
c000126_11,2stage,11,4,4,0,0,5.046,mixed;mod-3px;sym-CODE128;mod-5px+;sym-QR;rot-small;perspective;inverted;lowcontrast;sym-CODE39;sym-ITF;printdefect;quietzone;dirty;curved;sym-CODE_128;sym-CODE_39;sym-QR_CODE;n11;img-ok
c000131_1,2stage,1,1,1,0,0,42.306,mixed;clutter-falsepattern;mod-3px;sym-QR;printdefect;underexposed;sym-QR_CODE;n1;img-ok
c000132_3,2stage,3,1,1,0,0,2.793,mixed;clutter-label;mod-3px;sym-QR;rot-ortho;mod-5px+;sym-CODE39;rot-free;overexposed;sym-CODE_39;sym-QR_CODE;n3;img-ok
c000133_6,2stage,6,2,2,0,0,2.283,mixed;mod-5px+;sym-EAN13;inverted;rot-small;mod-3px;sym-CODE128;sym-ITF;damaged;sym-QR;rot-free;lowcontrast;glare;sym-CODE_128;sym-EAN_13;sym-QR_CODE;n6;img-ok
c000135_3,2stage,3,1,1,0,0,15.723,mixed;mod-5px+;sym-QR;rot-ortho;sym-ITF;lowcontrast;damaged;sym-CODE128;shadow;underexposed;noise;sym-CODE_128;sym-QR_CODE;n3;img-ok
c000137_1,2stage,1,1,1,0,0,23.191,mixed;mod-3px;sym-ITF;lowcontrast;quietzone;dirty;underexposed;n1;img-ok
c000139_2,2stage,2,0,0,0,0,651.854,mixed;clutter-falsepattern;mod-5px+;sym-QR;perspective-strong;mod-3px;rot-small;dirty;glare;underexposed;sym-QR_CODE;n2;img-ok
c000142_1,2stage,1,0,0,0,0,229.917,mixed;clutter-falsepattern;mod-5px+;sym-ITF;inverted;motion;n1;img-ok
c000143_2,2stage,2,1,1,0,0,13.724,mixed;mod-3px;sym-CODE128;rot-ortho;sym-ITF;inverted;perspective-strong;underexposed;sym-CODE_128;n2;img-ok
c000145_1,2stage,1,1,1,0,0,56.495,mixed;clutter-warehouse;mod-5px+;sym-ITF;perspective;curved;glare;n1;img-ok
c000147_1,2stage,1,1,1,0,0,337.105,mixed;mod-3px;sym-CODE39;inverted;quietzone;sym-CODE_39;n1;img-ok
c000148_1,2stage,1,1,1,0,0,12.785,mixed;mod-5px+;sym-QR;shadow;sym-QR_CODE;n1;img-ok
c000149_1,2stage,1,1,1,0,0,34.475,mixed;clutter-warehouse;mod-3px;sym-CODE128;quietzone;glare;underexposed;sym-CODE_128;n1;img-ok
c000150_1,2stage,1,1,1,0,0,1.562,mixed;clutter-falsepattern;mod-5px+;sym-QR;defocus;sym-QR_CODE;n1;img-ok
c000152_3,2stage,3,1,1,0,0,119.689,mixed;mod-3px;sym-ITF;rot-small;mod-5px+;sym-QR;lowcontrast;shadow;sym-QR_CODE;n3;img-ok
c000153_3,2stage,3,1,1,0,0,17.169,mixed;clutter-warehouse;mod-5px+;sym-CODE128;rot-free;mod-3px;sym-ITF;lowcontrast;inverted;rot-small;curved;noise-strong;sym-CODE_128;n3;img-ok
c000154_5,2stage,5,1,1,0,0,1.307,mixed;clutter-falsepattern;mod-3px;sym-ITF;mod-5px+;sym-QR;printdefect;rot-free;perspective;sym-EAN13;sym-CODE128;lowcontrast;shadow;sym-CODE_128;sym-EAN_13;sym-QR_CODE;n5;img-ok
c000155_1,2stage,1,1,1,0,0,1.228,mixed;clutter-warehouse;mod-5px+;sym-QR;lowcontrast;quietzone;curved;sym-QR_CODE;n1;img-ok
c000156_1,2stage,1,1,1,0,0,22.233,mixed;clutter-falsepattern;mod-5px+;sym-QR;inverted;curved;underexposed;sym-QR_CODE;n1;img-ok
c000158_6,2stage,6,1,1,0,0,2.502,mixed;mod-3px;sym-CODE39;rot-free;sym-ITF;rot-ortho;sym-CODE128;rot-small;sym-QR;lowcontrast;glare;shadow;sym-CODE_128;sym-CODE_39;sym-QR_CODE;n6;img-ok
c000163_1,2stage,1,1,1,0,0,9.659,mixed;clutter-label;mod-3px;sym-CODE128;dirty;sym-CODE_128;n1;img-ok
c000165_1,2stage,1,0,0,0,0,205.036,mixed;mod-5px+;sym-EAN13;rot-ortho;motion-strong;sym-EAN_13;n1;img-ok
c000168_8,2stage,8,2,2,0,0,1.536,mixed;mod-3px;sym-EAN13;rot-small;mod-5px+;sym-QR;perspective;sym-ITF;inverted;sym-CODE39;lowcontrast;sym-CODE128;overexposed;sym-CODE_128;sym-CODE_39;sym-EAN_13;sym-QR_CODE;n8;img-ok
c000170_1,2stage,1,1,1,0,0,67.682,mixed;clutter-falsepattern;mod-3px;sym-CODE128;perspective;shadow;underexposed;noise;sym-CODE_128;n1;img-ok
c000173_1,2stage,1,1,1,0,0,3.160,mixed;clutter-label;mod-3px;sym-CODE128;damaged;dirty;curved;overexposed;sym-CODE_128;n1;img-ok
c000174_1,2stage,1,1,1,0,0,8.622,mixed;mod-5px+;sym-QR;rot-small;overexposed;noise-strong;sym-QR_CODE;n1;img-ok
c000176_1,2stage,1,1,1,0,0,40.072,mixed;mod-3px;sym-ITF;dirty;glare;overexposed;n1;img-ok
c000179_1,2stage,1,1,1,0,0,334.181,mixed;clutter-warehouse;mod-3px;sym-QR;lowcontrast;rot-small;curved;sym-QR_CODE;n1;img-ok
c000182_1,2stage,1,1,1,0,0,3.975,mixed;mod-5px+;sym-CODE128;perspective-strong;dirty;curved;sym-CODE_128;n1;img-ok
c000183_1,2stage,1,1,1,0,0,82.583,mixed;mod-3px;sym-CODE128;printdefect;perspective;dirty;shadow;noise;sym-CODE_128;n1;img-ok
c000184_1,2stage,1,1,1,0,0,56.985,mixed;clutter-label;mod-5px+;sym-QR;lowcontrast;inverted;defocus;sym-QR_CODE;n1;img-ok
c000189_5,2stage,5,1,1,0,0,5.890,mixed;mod-5px+;sym-QR;inverted;dpm;rot-free;mod-3px;sym-ITF;damaged;rot-ortho;sym-CODE128;rot-small;dirty;noise;sym-CODE_128;sym-QR_CODE;n5;img-ok
c000190_5,2stage,5,1,1,0,0,1.503,mixed;clutter-label;mod-5px+;sym-ITF;inverted;damaged;sym-EAN13;mod-3px;sym-CODE39;sym-CODE128;lowcontrast;rot-ortho;perspective;glare;underexposed;sym-CODE_128;sym-CODE_39;sym-EAN_13;n5;img-ok
c000191_2,2stage,2,0,0,0,0,520.354,mixed;clutter-warehouse;mod-3px;sym-CODE39;lowcontrast;printdefect;rot-small;mod-5px+;sym-QR;dirty;glare;shadow;sym-CODE_39;sym-QR_CODE;n2;img-ok
c000194_1,2stage,1,1,1,0,0,25.000,mixed;clutter-falsepattern;mod-5px+;sym-QR;rot-small;quietzone;glare;shadow;sym-QR_CODE;n1;img-ok
c000195_4,2stage,4,1,1,0,0,24.986,mixed;mod-3px;sym-CODE128;inverted;sym-CODE39;lowcontrast;mod-5px+;sym-QR;damaged;rot-free;dirty;shadow;overexposed;sym-CODE_128;sym-CODE_39;sym-QR_CODE;n4;img-ok
c000196_5,2stage,5,1,1,0,0,2.330,mixed;mod-3px;sym-CODE128;damaged;mod-5px+;sym-EAN13;rot-ortho;sym-QR;printdefect;dirty;overexposed;sym-CODE_128;sym-EAN_13;sym-QR_CODE;n5;img-ok
c000197_3,2stage,3,1,1,0,0,39.347,mixed;clutter-falsepattern;mod-3px;sym-CODE128;sym-ITF;printdefect;rot-small;sym-CODE39;lowcontrast;dirty;curved;shadow;sym-CODE_128;sym-CODE_39;n3;img-ok
c000198_1,2stage,1,1,1,0,0,3.361,mixed;mod-3px;sym-CODE39;dirty;sym-CODE_39;n1;img-ok
c000199_5,2stage,5,1,1,0,0,1.835,mixed;clutter-falsepattern;mod-5px+;sym-EAN13;sym-ITF;lowcontrast;printdefect;damaged;mod-3px;sym-QR;rot-small;sym-CODE128;glare;shadow;overexposed;sym-CODE_128;sym-EAN_13;sym-QR_CODE;n5;img-ok
c000202_1,2stage,1,1,1,0,0,34.030,mixed;mod-3px;sym-CODE128;rot-free;quietzone;glare;sym-CODE_128;n1;img-ok
c000205_1,2stage,1,1,1,0,0,2.036,mixed;clutter-falsepattern;mod-5px+;sym-QR;lowcontrast;rot-small;overexposed;sym-QR_CODE;n1;img-ok
c000206_3,2stage,3,1,1,0,0,3.414,mixed;clutter-falsepattern;mod-3px;sym-EAN13;sym-ITF;rot-ortho;mod-5px+;sym-CODE128;rot-small;shadow;sym-CODE_128;sym-EAN_13;n3;img-ok
c000208_1,2stage,1,1,1,0,0,1.814,mixed;clutter-falsepattern;mod-3px;sym-QR;rot-ortho;curved;sym-QR_CODE;n1;img-ok
c000209_1,2stage,1,1,1,0,0,435.442,mixed;mod-5px+;sym-EAN13;inverted;rot-ortho;overexposed;noise-strong;sym-EAN_13;n1;img-ok
c000210_1,2stage,1,1,1,0,0,12.091,mixed;mod-5px+;sym-QR;lowcontrast;rot-small;quietzone;glare;shadow;sym-QR_CODE;n1;img-ok
c000220_1,2stage,1,0,0,0,0,147.348,mixed;mod-3px;sym-QR;dirty;curved;glare;sym-QR_CODE;n1;img-ok
c000221_1,2stage,1,1,1,0,0,5.271,mixed;mod-5px+;sym-QR;rot-ortho;underexposed;sym-QR_CODE;n1;img-ok
c000222_2,2stage,2,1,1,0,0,4.061,mixed;clutter-falsepattern;mod-3px;sym-CODE128;rot-free;mod-5px+;sym-CODE39;rot-small;dirty;sym-CODE_128;sym-CODE_39;n2;img-ok
c000224_3,2stage,3,1,1,0,0,7.193,mixed;clutter-warehouse;mod-3px;sym-CODE128;rot-small;sym-CODE39;inverted;mod-5px+;sym-QR;rot-ortho;curved;sym-CODE_128;sym-CODE_39;sym-QR_CODE;n3;img-ok
c000226_2,2stage,2,2,2,0,0,3.056,mixed;clutter-label;mod-3px;sym-CODE39;lowcontrast;rot-small;mod-5px+;sym-QR;perspective-strong;quietzone;curved;overexposed;sym-CODE_39;sym-QR_CODE;n2;img-ok
c000227_3,2stage,3,2,2,0,0,1.436,mixed;mod-3px;sym-QR;sym-ITF;mod-5px+;sym-EAN13;lowcontrast;printdefect;rot-small;underexposed;sym-EAN_13;sym-QR_CODE;n3;img-ok
c000228_2,2stage,2,1,1,0,0,79.364,mixed;clutter-label;mod-5px+;sym-QR;lowcontrast;inverted;rot-small;mod-3px;sym-CODE39;printdefect;rot-ortho;perspective;quietzone;glare;sym-CODE_39;sym-QR_CODE;n2;img-ok
c000229_3,2stage,3,2,2,0,0,14.030,mixed;mod-3px;sym-CODE128;lowcontrast;printdefect;damaged;rot-ortho;mod-5px+;sym-QR;rot-small;perspective;sym-EAN13;rot-free;dirty;sym-CODE_128;sym-EAN_13;sym-QR_CODE;n3;img-ok
c000231_1,2stage,1,1,1,0,0,10.621,mixed;mod-5px+;sym-QR;dirty;sym-QR_CODE;n1;img-ok
c000233_4,2stage,4,2,2,0,0,137.987,mixed;mod-3px;sym-CODE128;lowcontrast;rot-free;sym-EAN13;mod-5px+;sym-QR;rot-ortho;perspective;inverted;dpm;rot-small;quietzone;curved;sym-CODE_128;sym-EAN_13;sym-QR_CODE;n4;img-ok
c000234_1,2stage,1,0,0,0,0,233.646,mixed;clutter-label;mod-5px+;sym-ITF;lowcontrast;quietzone;n1;img-ok
c000235_2,2stage,2,1,1,0,0,1.884,mixed;mod-5px+;sym-EAN13;lowcontrast;sym-ITF;rot-small;glare;overexposed;sym-EAN_13;n2;img-ok
c000237_3,2stage,3,1,1,0,0,3.066,mixed;clutter-label;mod-3px;sym-CODE128;rot-small;sym-EAN13;dirty;overexposed;sym-CODE_128;sym-EAN_13;n3;img-ok
c000239_1,2stage,1,1,1,0,0,1.396,mixed;clutter-warehouse;mod-5px+;sym-ITF;lowcontrast;glare;shadow;overexposed;n1;img-ok
c000240_4,2stage,4,1,1,0,0,1.619,mixed;clutter-warehouse;mod-3px;sym-CODE128;rot-ortho;mod-5px+;sym-QR;rot-small;sym-CODE39;printdefect;sym-EAN13;lowcontrast;shadow;overexposed;sym-CODE_128;sym-CODE_39;sym-EAN_13;sym-QR_CODE;n4;img-ok
