file,path,expected,found,text_ok,misdecode,dup,ms,tags
sw_module-1_1,2stage,1,0,0,0,0,71.941,module=1;sym-QR_CODE;modpx-1.00;img-impossible
sw_module-1.25_1,2stage,1,0,0,0,0,40.797,module=1.25;sym-QR_CODE;modpx-1.25;img-impossible
sw_module-1.5_1,2stage,1,1,1,0,0,2.004,module=1.5;sym-QR_CODE;modpx-1.50;img-borderline
sw_module-1.75_1,2stage,1,1,1,0,0,1.900,module=1.75;sym-QR_CODE;modpx-1.75;img-borderline
sw_module-2_1,2stage,1,1,1,0,0,1.751,module=2;sym-QR_CODE;modpx-2.00;img-ok
sw_module-2.25_1,2stage,1,1,1,0,0,2.191,module=2.25;sym-QR_CODE;modpx-2.25;img-ok
sw_module-2.5_1,2stage,1,1,1,0,0,1.865,module=2.5;sym-QR_CODE;modpx-2.50;img-ok
sw_module-2.75_1,2stage,1,1,1,0,0,1.863,module=2.75;sym-QR_CODE;modpx-2.75;img-ok
sw_module-3_1,2stage,1,1,1,0,0,2.550,module=3;sym-QR_CODE;modpx-3.00;img-ok
sw_module-3.25_1,2stage,1,1,1,0,0,2.405,module=3.25;sym-QR_CODE;modpx-3.25;img-ok
sw_module-3.5_1,2stage,1,1,1,0,0,2.172,module=3.5;sym-QR_CODE;modpx-3.50;img-ok
sw_module-3.75_1,2stage,1,1,1,0,0,2.325,module=3.75;sym-QR_CODE;modpx-3.75;img-ok
sw_module-4_1,2stage,1,1,1,0,0,2.353,module=4;sym-QR_CODE;modpx-4.00;img-ok
sw_module-4.25_1,2stage,1,1,1,0,0,2.259,module=4.25;sym-QR_CODE;modpx-4.25;img-ok
sw_module-4.5_1,2stage,1,1,1,0,0,2.394,module=4.5;sym-QR_CODE;modpx-4.50;img-ok
sw_module-4.75_1,2stage,1,1,1,0,0,2.338,module=4.75;sym-QR_CODE;modpx-4.75;img-ok
sw_module-5_1,2stage,1,1,1,0,0,2.507,module=5;sym-QR_CODE;modpx-5.00;img-ok
sw_module-5.25_1,2stage,1,1,1,0,0,2.909,module=5.25;sym-QR_CODE;modpx-5.25;img-ok
sw_module-5.5_1,2stage,1,1,1,0,0,2.797,module=5.5;sym-QR_CODE;modpx-5.50;img-ok
sw_module-5.75_1,2stage,1,1,1,0,0,3.073,module=5.75;sym-QR_CODE;modpx-5.75;img-ok
sw_module-6_1,2stage,1,1,1,0,0,5.933,module=6;sym-QR_CODE;modpx-6.00;img-ok
