file,path,expected,found,text_ok,misdecode,dup,ms,tags
c000047_9,2stage,9,2,2,0,0,2.096,mixed;mod-3px;sym-CODE128;lowcontrast;sym-ITF;sym-EAN13;rot-small;printdefect;rot-free;mod-5px+;sym-QR;damaged;inverted;quietzone;dirty;overexposed;sym-CODE_128;sym-EAN_13;sym-QR_CODE;n9;img-ok
c000049_3,2stage,3,3,3,0,0,120.653,mixed;mod-3px;sym-CODE128;printdefect;mod-5px+;sym-CODE39;lowcontrast;sym-ITF;quietzone;overexposed;noise;sym-CODE_128;sym-CODE_39;n3;img-ok
c000054_1,2stage,1,1,1,0,0,4.949,mixed;clutter-falsepattern;mod-5px+;sym-CODE128;perspective;overexposed;sym-CODE_128;n1;img-ok
c000056_3,2stage,3,1,1,0,0,1076.649,mixed;mod-5px+;sym-ITF;lowcontrast;inverted;damaged;sym-CODE128;rot-free;sym-EAN13;underexposed;sym-CODE_128;sym-EAN_13;n3;img-ok
c000057_1,2stage,1,0,0,0,0,634.436,mixed;clutter-warehouse;mod-5px+;sym-ITF;lowcontrast;inverted;quietzone;n1;img-ok
c000058_1,2stage,1,1,1,0,0,193.957,mixed;clutter-label;mod-5px+;sym-CODE128;lowcontrast;rot-small;perspective-strong;curved;underexposed;sym-CODE_128;n1;img-ok
c000061_1,2stage,1,0,0,0,0,147.893,mixed;mod-3px;sym-QR;quietzone;dirty;glare;sym-QR_CODE;n1;img-ok
c000065_3,2stage,3,1,1,0,0,1.699,mixed;mod-5px+;sym-ITF;inverted;sym-EAN13;mod-3px;sym-QR;dpm;dirty;shadow;overexposed;sym-EAN_13;sym-QR_CODE;n3;img-ok
c000066_1,2stage,1,1,1,0,0,6.220,mixed;mod-3px;sym-CODE128;lowcontrast;damaged;rot-small;quietzone;curved;sym-CODE_128;n1;img-ok
c000068_6,2stage,6,1,1,0,0,2.078,mixed;clutter-label;mod-3px;sym-CODE128;lowcontrast;mod-5px+;sym-QR;rot-small;sym-ITF;damaged;inverted;rot-ortho;dirty;glare;overexposed;sym-CODE_128;sym-QR_CODE;n6;img-ok
c000071_2,2stage,2,2,2,0,0,1.712,mixed;clutter-falsepattern;mod-5px+;sym-QR;lowcontrast;perspective;underexposed;sym-QR_CODE;n2;img-ok
c000073_4,2stage,4,2,2,0,0,3.302,mixed;clutter-falsepattern;mod-3px;sym-CODE128;rot-free;mod-5px+;sym-QR;printdefect;rot-ortho;rot-small;lowcontrast;shadow;sym-CODE_128;sym-QR_CODE;n4;img-ok
c000074_6,2stage,6,2,2,0,0,1.776,mixed;mod-3px;sym-CODE128;sym-ITF;rot-small;sym-QR;rot-ortho;mod-5px+;printdefect;sym-EAN13;perspective;curved;sym-CODE_128;sym-EAN_13;sym-QR_CODE;n6;img-ok
c000075_1,2stage,1,1,1,0,0,1.310,mixed;mod-3px;sym-EAN13;lowcontrast;overexposed;sym-EAN_13;n1;img-ok
c000076_6,2stage,6,1,1,0,0,3.901,mixed;mod-5px+;sym-QR;damaged;mod-3px;sym-EAN13;rot-free;sym-ITF;inverted;perspective-strong;sym-CODE39;rot-small;glare;shadow;sym-CODE_39;sym-EAN_13;sym-QR_CODE;n6;img-ok
c000078_4,2stage,4,3,3,0,0,3.113,mixed;clutter-label;mod-3px;sym-CODE128;damaged;rot-small;mod-5px+;sym-QR;sym-CODE39;rot-ortho;quietzone;curved;sym-CODE_128;sym-CODE_39;sym-QR_CODE;n4;img-ok
c000079_2,2stage,2,1,1,0,0,25.489,mixed;mod-5px+;sym-ITF;mod-3px;sym-QR;inverted;damaged;rot-small;quietzone;shadow;sym-QR_CODE;n2;img-ok
c000083_9,2stage,9,3,3,0,0,37.721,mixed;mod-5px+;sym-QR;lowcontrast;dpm;damaged;rot-ortho;mod-3px;perspective-strong;rot-small;sym-EAN13;sym-CODE39;rot-free;glare;underexposed;sym-CODE_39;sym-EAN_13;sym-QR_CODE;n9;img-ok
c000087_2,2stage,2,1,1,0,0,8.123,mixed;clutter-label;mod-3px;sym-CODE128;rot-small;mod-5px+;sym-QR;perspective-strong;noise-strong;sym-CODE_128;sym-QR_CODE;n2;img-ok
c000088_3,2stage,3,1,1,0,0,1.658,mixed;mod-5px+;sym-ITF;inverted;damaged;sym-QR;rot-ortho;dirty;sym-QR_CODE;n3;img-ok
c000089_5,2stage,5,2,2,0,0,1.736,mixed;mod-3px;sym-CODE128;printdefect;rot-free;mod-5px+;sym-QR;inverted;rot-small;sym-CODE39;rot-ortho;glare;shadow;sym-CODE_128;sym-CODE_39;sym-QR_CODE;n5;img-ok
c000090_2,2stage,2,2,2,0,0,58.995,mixed;clutter-falsepattern;mod-5px+;sym-QR;rot-small;quietzone;underexposed;sym-QR_CODE;n2;img-ok
c000092_6,2stage,6,2,2,0,0,1.696,mixed;mod-3px;sym-CODE39;printdefect;rot-ortho;sym-CODE128;mod-5px+;sym-QR;rot-free;sym-ITF;shadow;sym-CODE_128;sym-CODE_39;sym-QR_CODE;n6;img-ok
c000096_3,2stage,3,1,1,0,0,64.102,mixed;mod-5px+;sym-CODE39;damaged;perspective;sym-ITF;printdefect;sym-QR;inverted;curved;shadow;sym-CODE_39;sym-QR_CODE;n3;img-ok
c000097_12,2stage,12,7,7,0,0,57.522,mixed;mod-3px;sym-QR;damaged;sym-CODE128;printdefect;rot-small;mod-5px+;perspective-strong;sym-ITF;rot-ortho;sym-EAN13;lowcontrast;rot-free;underexposed;sym-CODE_128;sym-EAN_13;sym-QR_CODE;n12;img-ok
c000098_6,2stage,6,4,4,0,0,2.277,mixed;mod-5px+;sym-QR;lowcontrast;damaged;mod-3px;rot-ortho;perspective;inverted;dpm;sym-CODE128;underexposed;sym-CODE_128;sym-QR_CODE;n6;img-ok
c000099_1,2stage,1,1,1,0,0,11.096,mixed;mod-5px+;sym-CODE39;printdefect;perspective-strong;noise-strong;sym-CODE_39;n1;img-ok
c000104_2,2stage,2,2,2,0,0,15.261,mixed;mod-3px;sym-CODE39;mod-5px+;sym-QR;damaged;perspective;noise;sym-CODE_39;sym-QR_CODE;n2;img-ok
c000105_1,2stage,1,0,0,0,0,155.612,mixed;mod-3px;sym-ITF;inverted;rot-small;quietzone;n1;img-ok
c000107_1,2stage,1,0,0,0,0,211.984,mixed;clutter-label;mod-5px+;sym-ITF;quietzone;overexposed;n1;img-ok
c000111_8,2stage,8,3,3,0,0,49.852,mixed;mod-3px;sym-CODE128;sym-QR;printdefect;damaged;rot-small;lowcontrast;sym-EAN13;rot-free;mod-5px+;perspective;rot-ortho;glare;noise;sym-CODE_128;sym-EAN_13;sym-QR_CODE;n8;img-ok
c000114_1,2stage,1,0,0,0,0,354.327,mixed;clutter-label;mod-3px;sym-ITF;rot-free;perspective;quietzone;glare;overexposed;n1;img-ok
c000116_2,2stage,2,1,1,0,0,1.774,mixed;mod-5px+;sym-QR;lowcontrast;dpm;mod-3px;sym-CODE128;rot-free;curved;glare;sym-CODE_128;sym-QR_CODE;n2;img-ok
c000119_1,2stage,1,1,1,0,0,185.715,mixed;mod-3px;sym-CODE39;rot-small;perspective;shadow;sym-CODE_39;n1;img-ok
c000120_7,2stage,7,1,1,0,0,7.932,mixed;clutter-warehouse;mod-3px;sym-CODE39;rot-ortho;sym-QR;rot-free;perspective;sym-CODE128;lowcontrast;printdefect;sym-ITF;shadow;sym-CODE_128;sym-CODE_39;sym-QR_CODE;n7;img-ok
c000122_3,2stage,3,1,1,0,0,38.994,mixed;clutter-warehouse;mod-3px;sym-CODE128;lowcontrast;rot-free;sym-QR;inverted;rot-ortho;mod-5px+;perspective;curved;noise;sym-CODE_128;sym-QR_CODE;n3;img-ok
c000124_1,2stage,1,0,0,0,0,184.864,mixed;mod-5px+;sym-QR;dpm;rot-small;overexposed;noise;sym-QR_CODE;n1;img-ok
c000126_1,2stage,1,1,1,0,0,165.639,mixed;clutter-falsepattern;mod-3px;sym-CODE39;rot-small;quietzone;curved;shadow;sym-CODE_39;n1;img-ok
c000128_6,2stage,6,1,1,0,0,2.327,mixed;clutter-warehouse;mod-5px+;sym-EAN13;mod-3px;sym-QR;rot-small;sym-ITF;lowcontrast;rot-free;dirty;overexposed;sym-EAN_13;sym-QR_CODE;n6;img-ok
c000129_5,2stage,5,1,1,0,0,2.210,mixed;clutter-falsepattern;mod-3px;sym-CODE128;sym-QR;rot-ortho;sym-CODE39;inverted;perspective;mod-5px+;damaged;sym-EAN13;lowcontrast;underexposed;sym-CODE_128;sym-CODE_39;sym-EAN_13;sym-QR_CODE;n5;img-ok
c000130_3,2stage,3,1,1,0,0,1.788,mixed;clutter-falsepattern;mod-5px+;sym-CODE39;lowcontrast;rot-free;mod-3px;sym-CODE128;rot-small;sym-QR;perspective-strong;shadow;overexposed;sym-CODE_128;sym-CODE_39;sym-QR_CODE;n3;img-ok
c000131_8,2stage,8,1,1,0,0,1.518,mixed;mod-3px;sym-CODE128;printdefect;rot-small;sym-CODE39;rot-free;sym-EAN13;sym-ITF;lowcontrast;mod-5px+;sym-QR;dirty;sym-CODE_128;sym-CODE_39;sym-EAN_13;sym-QR_CODE;n8;img-ok
c000132_1,2stage,1,1,1,0,0,21.163,mixed;mod-3px;sym-CODE128;inverted;rot-small;dirty;noise;sym-CODE_128;n1;img-ok
c000135_1,2stage,1,0,0,0,0,139.759,mixed;mod-5px+;sym-QR;perspective;quietzone;dirty;defocus;sym-QR_CODE;n1;img-ok
c000136_1,2stage,1,1,1,0,0,8.515,mixed;mod-3px;sym-QR;curved;underexposed;sym-QR_CODE;n1;img-ok
c000137_11,2stage,11,1,1,0,0,185.405,mixed;mod-5px+;sym-QR;perspective;mod-3px;sym-CODE128;lowcontrast;printdefect;sym-CODE39;inverted;rot-free;sym-ITF;rot-small;damaged;dpm;curved;shadow;noise;sym-CODE_128;sym-CODE_39;sym-QR_CODE;n11;img-ok
c000139_3,2stage,3,1,1,0,0,72.192,mixed;mod-5px+;sym-EAN13;mod-3px;sym-QR;lowcontrast;inverted;rot-small;printdefect;dirty;shadow;overexposed;sym-EAN_13;sym-QR_CODE;n3;img-ok
c000140_1,2stage,1,1,1,0,0,1.816,mixed;clutter-warehouse;mod-5px+;sym-EAN13;perspective;curved;underexposed;sym-EAN_13;n1;img-ok
c000141_1,2stage,1,1,1,0,0,12.859,mixed;mod-5px+;sym-ITF;rot-free;quietzone;n1;img-ok
c000142_5,2stage,5,1,1,0,0,1.236,mixed;mod-5px+;sym-QR;rot-small;perspective-strong;lowcontrast;sym-EAN13;inverted;mod-3px;printdefect;curved;sym-EAN_13;sym-QR_CODE;n5;img-ok
c000143_1,2stage,1,1,1,0,0,17.803,mixed;mod-5px+;sym-EAN13;quietzone;curved;noise;sym-EAN_13;n1;img-ok
c000144_6,2stage,6,3,3,0,0,1.815,mixed;mod-5px+;sym-QR;rot-free;mod-3px;sym-CODE39;sym-CODE128;sym-EAN13;rot-ortho;glare;underexposed;sym-CODE_128;sym-CODE_39;sym-EAN_13;sym-QR_CODE;n6;img-ok
c000145_1,2stage,1,1,1,0,0,10.507,mixed;mod-5px+;sym-QR;rot-free;curved;glare;underexposed;sym-QR_CODE;n1;img-ok
c000146_1,2stage,1,1,1,0,0,157.806,mixed;mod-3px;sym-ITF;damaged;rot-small;shadow;n1;img-ok
c000148_3,2stage,3,3,3,0,0,46.331,mixed;mod-5px+;sym-ITF;lowcontrast;perspective-strong;mod-3px;sym-CODE39;sym-CODE128;rot-ortho;noise-strong;sym-CODE_128;sym-CODE_39;n3;img-ok
c000149_6,2stage,6,1,1,0,0,2.720,mixed;clutter-falsepattern;mod-3px;sym-CODE128;mod-5px+;sym-EAN13;rot-ortho;sym-QR;dpm;lowcontrast;inverted;printdefect;rot-free;dirty;curved;sym-CODE_128;sym-EAN_13;sym-QR_CODE;n6;img-ok
c000150_9,2stage,9,3,3,0,0,3.873,mixed;clutter-falsepattern;mod-5px+;sym-QR;lowcontrast;rot-small;perspective;damaged;mod-3px;sym-ITF;sym-CODE128;sym-EAN13;sym-CODE39;rot-ortho;curved;shadow;sym-CODE_128;sym-CODE_39;sym-EAN_13;sym-QR_CODE;n9;img-ok
c000151_2,2stage,2,1,1,0,0,61.199,mixed;clutter-warehouse;mod-3px;sym-ITF;lowcontrast;sym-CODE128;rot-free;glare;shadow;sym-CODE_128;n2;img-ok
c000152_1,2stage,1,1,1,0,0,4.102,mixed;mod-3px;sym-CODE128;glare;sym-CODE_128;n1;img-ok
c000154_1,2stage,1,1,1,0,0,1.743,mixed;clutter-falsepattern;mod-5px+;sym-QR;lowcontrast;defocus;overexposed;sym-QR_CODE;n1;img-ok
c000155_1,2stage,1,0,0,0,0,332.945,mixed;clutter-warehouse;mod-5px+;sym-ITF;perspective;quietzone;n1;img-ok
c000156_3,2stage,3,2,2,0,0,7.411,mixed;mod-3px;sym-QR;perspective;mod-5px+;sym-CODE39;rot-small;curved;glare;noise;sym-CODE_39;sym-QR_CODE;n3;img-ok
c000157_7,2stage,7,1,1,0,0,1.424,mixed;mod-3px;sym-CODE128;inverted;rot-small;sym-ITF;mod-5px+;sym-QR;dpm;rot-ortho;lowcontrast;sym-CODE39;glare;overexposed;sym-CODE_128;sym-CODE_39;sym-QR_CODE;n7;img-ok
c000159_1,2stage,1,1,1,0,0,113.656,mixed;mod-5px+;sym-QR;rot-small;quietzone;dirty;glare;sym-QR_CODE;n1;img-ok
c000162_2,2stage,2,1,1,0,0,2.023,mixed;mod-5px+;sym-QR;rot-free;mod-3px;sym-CODE39;inverted;damaged;glare;sym-CODE_39;sym-QR_CODE;n2;img-ok
c000163_6,2stage,6,1,1,0,0,1.660,mixed;mod-5px+;sym-QR;mod-3px;sym-CODE128;rot-small;sym-EAN13;lowcontrast;inverted;glare;sym-CODE_128;sym-EAN_13;sym-QR_CODE;n6;img-ok
c000164_1,2stage,1,1,1,0,0,11.056,mixed;mod-5px+;sym-QR;curved;underexposed;sym-QR_CODE;n1;img-ok
c000165_6,2stage,6,2,2,0,0,1.458,mixed;mod-3px;sym-CODE39;sym-CODE128;rot-ortho;sym-QR;rot-small;sym-ITF;damaged;mod-5px+;sym-EAN13;perspective;quietzone;sym-CODE_128;sym-CODE_39;sym-EAN_13;sym-QR_CODE;n6;img-ok
c000166_1,2stage,1,0,0,0,0,235.896,mixed;mod-5px+;sym-ITF;damaged;defocus;overexposed;n1;img-ok
c000168_1,2stage,1,1,1,0,0,10.041,mixed;mod-3px;sym-QR;inverted;rot-free;underexposed;sym-QR_CODE;n1;img-ok
c000171_4,2stage,4,1,1,0,0,4.032,mixed;mod-3px;sym-CODE128;rot-small;inverted;rot-ortho;perspective;rot-free;sym-CODE39;lowcontrast;dirty;curved;sym-CODE_128;sym-CODE_39;n4;img-ok
c000173_1,2stage,1,1,1,0,0,75.341,mixed;clutter-label;mod-5px+;sym-CODE128;lowcontrast;printdefect;perspective;underexposed;sym-CODE_128;n1;img-ok
c000174_3,2stage,3,1,1,0,0,1.655,mixed;mod-3px;sym-CODE128;mod-5px+;sym-QR;rot-small;dirty;sym-CODE_128;sym-QR_CODE;n3;img-ok
c000179_1,2stage,1,0,0,0,0,382.468,mixed;mod-3px;sym-QR;printdefect;rot-ortho;curved;glare;noise-strong;sym-QR_CODE;n1;img-ok
c000182_2,2stage,2,1,1,0,0,36.730,mixed;clutter-warehouse;mod-5px+;sym-EAN13;inverted;rot-ortho;sym-CODE39;printdefect;damaged;glare;sym-CODE_39;sym-EAN_13;n2;img-ok
c000184_1,2stage,1,0,0,0,0,317.467,mixed;mod-5px+;sym-EAN13;rot-small;perspective;shadow;underexposed;noise;sym-EAN_13;n1;img-ok
c000185_2,2stage,2,1,1,0,0,9.894,mixed;mod-3px;sym-CODE128;damaged;mod-5px+;sym-QR;printdefect;rot-small;overexposed;noise;sym-CODE_128;sym-QR_CODE;n2;img-ok
c000187_1,2stage,1,1,1,0,0,5.435,mixed;mod-3px;sym-ITF;rot-small;overexposed;noise;n1;img-ok
c000188_2,2stage,2,1,1,0,0,5.954,mixed;mod-5px+;sym-EAN13;perspective;sym-QR;damaged;rot-ortho;noise;sym-EAN_13;sym-QR_CODE;n2;img-ok
c000189_1,2stage,1,0,0,0,0,97.508,mixed;mod-5px+;sym-QR;perspective-strong;quietzone;dirty;sym-QR_CODE;n1;img-ok
c000190_1,2stage,1,0,0,0,0,256.733,mixed;mod-3px;sym-CODE128;printdefect;glare;overexposed;sym-CODE_128;n1;img-ok
c000191_1,2stage,1,0,0,0,0,466.803,mixed;clutter-falsepattern;mod-3px;sym-CODE39;lowcontrast;inverted;overexposed;sym-CODE_39;n1;img-ok
c000194_2,2stage,2,2,2,0,0,48.168,mixed;mod-5px+;sym-CODE128;mod-3px;sym-ITF;rot-small;glare;shadow;underexposed;sym-CODE_128;n2;img-ok
c000196_5,2stage,5,1,1,0,0,1.982,mixed;clutter-label;mod-5px+;sym-CODE128;rot-free;sym-QR;dpm;rot-ortho;mod-3px;lowcontrast;sym-EAN13;perspective;damaged;shadow;overexposed;sym-CODE_128;sym-EAN_13;sym-QR_CODE;n5;img-ok
c000197_9,2stage,9,1,1,0,0,1.929,mixed;mod-5px+;sym-QR;rot-ortho;rot-small;mod-3px;sym-ITF;damaged;rot-free;sym-CODE128;inverted;printdefect;sym-CODE39;lowcontrast;perspective;curved;glare;sym-CODE_128;sym-CODE_39;sym-QR_CODE;n9;img-ok
c000198_2,2stage,2,2,2,0,0,8.144,mixed;clutter-warehouse;mod-3px;sym-CODE128;perspective;mod-5px+;sym-EAN13;rot-ortho;curved;sym-CODE_128;sym-EAN_13;n2;img-ok
c000199_1,2stage,1,1,1,0,0,12.931,mixed;clutter-falsepattern;mod-5px+;sym-QR;inverted;perspective;curved;sym-QR_CODE;n1;img-ok
c000200_5,2stage,5,4,4,0,0,1.691,mixed;mod-3px;sym-CODE128;rot-ortho;mod-5px+;sym-QR;sym-ITF;sym-EAN13;rot-small;perspective;dirty;sym-CODE_128;sym-EAN_13;sym-QR_CODE;n5;img-ok
c000201_5,2stage,5,1,1,0,0,1.474,mixed;mod-5px+;sym-EAN13;perspective;sym-QR;rot-ortho;mod-3px;sym-CODE128;damaged;rot-small;lowcontrast;rot-free;printdefect;overexposed;sym-CODE_128;sym-EAN_13;sym-QR_CODE;n5;img-ok
c000202_1,2stage,1,0,0,0,0,406.490,mixed;clutter-label;mod-5px+;sym-CODE128;inverted;rot-small;noise-strong;sym-CODE_128;n1;img-ok
c000204_3,2stage,3,1,1,0,0,1.885,mixed;clutter-label;mod-5px+;sym-EAN13;inverted;printdefect;perspective;mod-3px;sym-QR;dirty;overexposed;sym-EAN_13;sym-QR_CODE;n3;img-ok
c000206_1,2stage,1,0,0,0,0,336.909,mixed;mod-3px;sym-ITF;printdefect;rot-ortho;perspective-strong;motion-strong;n1;img-ok
c000208_5,2stage,5,1,1,0,0,2.725,mixed;mod-3px;sym-CODE128;perspective-strong;lowcontrast;mod-5px+;sym-EAN13;rot-small;damaged;quietzone;curved;glare;sym-CODE_128;sym-EAN_13;n5;img-ok
c000209_2,2stage,2,1,1,0,0,116.581,mixed;clutter-label;mod-3px;sym-ITF;inverted;rot-small;mod-5px+;sym-QR;perspective-strong;glare;sym-QR_CODE;n2;img-ok
c000210_2,2stage,2,1,1,0,0,6.898,mixed;mod-3px;sym-ITF;rot-ortho;sym-CODE128;curved;sym-CODE_128;n2;img-ok
c000212_1,2stage,1,1,1,0,0,31.522,mixed;mod-3px;sym-CODE39;perspective-strong;curved;underexposed;sym-CODE_39;n1;img-ok
c000215_9,2stage,9,3,3,0,0,1.755,mixed;clutter-warehouse;mod-5px+;sym-QR;damaged;rot-small;mod-3px;inverted;sym-CODE39;lowcontrast;rot-free;sym-ITF;printdefect;rot-ortho;sym-EAN13;dirty;sym-CODE_39;sym-EAN_13;sym-QR_CODE;n9;img-ok
c000217_5,2stage,5,2,2,0,0,6.134,mixed;mod-5px+;sym-QR;printdefect;rot-ortho;lowcontrast;mod-3px;sym-ITF;damaged;noise-strong;sym-QR_CODE;n5;img-ok
c000218_3,2stage,3,3,3,0,0,8.977,mixed;clutter-label;mod-3px;sym-CODE39;damaged;mod-5px+;sym-QR;noise-strong;sym-CODE_39;sym-QR_CODE;n3;img-ok
c000220_11,2stage,11,1,1,0,0,2.441,mixed;clutter-label;mod-3px;sym-CODE128;lowcontrast;damaged;inverted;rot-small;sym-EAN13;perspective;sym-CODE39;mod-5px+;sym-QR;rot-free;quietzone;glare;underexposed;sym-CODE_128;sym-CODE_39;sym-EAN_13;sym-QR_CODE;n11;img-ok
c000221_1,2stage,1,1,1,0,0,4.802,mixed;mod-5px+;sym-QR;rot-small;shadow;overexposed;sym-QR_CODE;n1;img-ok
c000224_1,2stage,1,1,1,0,0,220.554,mixed;mod-3px;sym-ITF;inverted;curved;glare;n1;img-ok
c000225_1,2stage,1,1,1,0,0,11.627,mixed;mod-3px;sym-ITF;dirty;shadow;n1;img-ok
c000226_1,2stage,1,0,0,0,0,241.149,mixed;mod-5px+;sym-QR;rot-free;dirty;noise;sym-QR_CODE;n1;img-ok
c000227_1,2stage,1,1,1,0,0,82.974,mixed;mod-5px+;sym-QR;dpm;rot-ortho;perspective;curved;shadow;sym-QR_CODE;n1;img-ok
c000229_1,2stage,1,0,0,0,0,92.683,mixed;mod-5px+;sym-QR;rot-small;glare;sym-QR_CODE;n1;img-ok
c000230_4,2stage,4,3,3,0,0,4.925,mixed;clutter-falsepattern;mod-5px+;sym-QR;rot-ortho;perspective;printdefect;lowcontrast;inverted;noise;sym-QR_CODE;n4;img-ok
c000231_5,2stage,5,1,1,0,0,1.300,mixed;mod-3px;sym-CODE128;rot-ortho;perspective-strong;mod-5px+;sym-QR;printdefect;rot-small;lowcontrast;dirty;shadow;overexposed;sym-CODE_128;sym-QR_CODE;n5;img-ok
c000232_1,2stage,1,1,1,0,0,1.706,mixed;mod-5px+;sym-CODE128;damaged;perspective;defocus;curved;sym-CODE_128;n1;img-ok
c000233_3,2stage,3,2,2,0,0,9.745,mixed;clutter-warehouse;mod-5px+;sym-QR;rot-ortho;mod-3px;sym-CODE39;rot-small;perspective;noise;sym-CODE_39;sym-QR_CODE;n3;img-ok
c000235_2,2stage,2,1,1,0,0,4.943,mixed;mod-3px;sym-ITF;rot-small;mod-5px+;sym-EAN13;lowcontrast;damaged;overexposed;noise-strong;sym-EAN_13;n2;img-ok
c000236_1,2stage,1,1,1,0,0,127.367,mixed;mod-3px;sym-CODE128;rot-ortho;perspective;underexposed;noise;sym-CODE_128;n1;img-ok
c000239_2,2stage,2,0,0,0,0,370.085,mixed;clutter-label;mod-3px;sym-EAN13;rot-free;sym-CODE128;lowcontrast;inverted;damaged;curved;sym-CODE_128;sym-EAN_13;n2;img-ok
c000240_1,2stage,1,0,0,0,0,241.275,mixed;clutter-label;mod-3px;sym-QR;dirty;shadow;overexposed;sym-QR_CODE;n1;img-ok
c000242_2,2stage,2,1,1,0,0,96.998,mixed;clutter-falsepattern;mod-3px;sym-QR;lowcontrast;inverted;dpm;printdefect;sym-CODE39;rot-ortho;quietzone;dirty;sym-CODE_39;sym-QR_CODE;n2;img-ok
c000243_3,2stage,3,1,1,0,0,222.422,mixed;mod-3px;sym-QR;perspective-strong;sym-ITF;inverted;mod-5px+;rot-small;glare;underexposed;sym-QR_CODE;n3;img-ok
