file,path,expected,found,text_ok,misdecode,dup,ms,tags
sw_module-1_1,2stage,1,0,0,0,0,79.935,module=1;sym-DATA_MATRIX;modpx-1.00;img-impossible
sw_module-1.25_1,2stage,1,0,0,0,0,41.204,module=1.25;sym-DATA_MATRIX;modpx-1.25;img-impossible
sw_module-1.5_1,2stage,1,0,0,0,0,41.052,module=1.5;sym-DATA_MATRIX;modpx-1.50;img-borderline
sw_module-1.75_1,2stage,1,0,0,0,0,94.740,module=1.75;sym-DATA_MATRIX;modpx-1.75;img-borderline
sw_module-2_1,2stage,1,1,1,0,0,1.759,module=2;sym-DATA_MATRIX;modpx-2.00;img-ok
sw_module-2.25_1,2stage,1,1,1,0,0,29.814,module=2.25;sym-DATA_MATRIX;modpx-2.25;img-ok
sw_module-2.5_1,2stage,1,1,1,0,0,8.329,module=2.5;sym-DATA_MATRIX;modpx-2.50;img-ok
sw_module-2.75_1,2stage,1,1,1,0,0,12.329,module=2.75;sym-DATA_MATRIX;modpx-2.75;img-ok
sw_module-3_1,2stage,1,1,1,0,0,2.079,module=3;sym-DATA_MATRIX;modpx-3.00;img-ok
sw_module-3.25_1,2stage,1,1,1,0,0,26.084,module=3.25;sym-DATA_MATRIX;modpx-3.25;img-ok
sw_module-3.5_1,2stage,1,1,1,0,0,29.258,module=3.5;sym-DATA_MATRIX;modpx-3.50;img-ok
sw_module-3.75_1,2stage,1,1,1,0,0,20.970,module=3.75;sym-DATA_MATRIX;modpx-3.75;img-ok
sw_module-4_1,2stage,1,1,1,0,0,12.595,module=4;sym-DATA_MATRIX;modpx-4.00;img-ok
sw_module-4.25_1,2stage,1,1,1,0,0,2.145,module=4.25;sym-DATA_MATRIX;modpx-4.25;img-ok
sw_module-4.5_1,2stage,1,1,1,0,0,1.995,module=4.5;sym-DATA_MATRIX;modpx-4.50;img-ok
sw_module-4.75_1,2stage,1,1,1,0,0,2.174,module=4.75;sym-DATA_MATRIX;modpx-4.75;img-ok
sw_module-5_1,2stage,1,1,1,0,0,2.625,module=5;sym-DATA_MATRIX;modpx-5.00;img-ok
sw_module-5.25_1,2stage,1,1,1,0,0,2.099,module=5.25;sym-DATA_MATRIX;modpx-5.25;img-ok
sw_module-5.5_1,2stage,1,1,1,0,0,2.041,module=5.5;sym-DATA_MATRIX;modpx-5.50;img-ok
sw_module-5.75_1,2stage,1,1,1,0,0,2.100,module=5.75;sym-DATA_MATRIX;modpx-5.75;img-ok
sw_module-6_1,2stage,1,1,1,0,0,2.266,module=6;sym-DATA_MATRIX;modpx-6.00;img-ok
