file,path,expected,found,text_ok,misdecode,dup,ms,tags
sw_module-1_1,2stage,1,1,1,0,0,13.827,module=1;sym-CODE_128;modpx-1.00;img-impossible
sw_module-1.25_1,2stage,1,0,0,0,0,179.076,module=1.25;sym-CODE_128;modpx-1.25;img-impossible
sw_module-1.5_1,2stage,1,1,1,0,0,6.566,module=1.5;sym-CODE_128;modpx-1.50;img-borderline
sw_module-1.75_1,2stage,1,1,1,0,0,1.409,module=1.75;sym-CODE_128;modpx-1.75;img-borderline
sw_module-2_1,2stage,1,1,1,0,0,1.452,module=2;sym-CODE_128;modpx-2.00;img-ok
sw_module-2.25_1,2stage,1,1,1,0,0,1.518,module=2.25;sym-CODE_128;modpx-2.25;img-ok
sw_module-2.5_1,2stage,1,1,1,0,0,1.198,module=2.5;sym-CODE_128;modpx-2.50;img-ok
sw_module-2.75_1,2stage,1,1,1,0,0,1.757,module=2.75;sym-CODE_128;modpx-2.75;img-ok
sw_module-3_1,2stage,1,1,1,0,0,1.880,module=3;sym-CODE_128;modpx-3.00;img-ok
sw_module-3.25_1,2stage,1,1,1,0,0,1.528,module=3.25;sym-CODE_128;modpx-3.25;img-ok
sw_module-3.5_1,2stage,1,1,1,0,0,1.650,module=3.5;sym-CODE_128;modpx-3.50;img-ok
sw_module-3.75_1,2stage,1,1,1,0,0,1.228,module=3.75;sym-CODE_128;modpx-3.75;img-ok
sw_module-4_1,2stage,1,1,1,0,0,2.070,module=4;sym-CODE_128;modpx-4.00;img-ok
sw_module-4.25_1,2stage,1,1,1,0,0,1.790,module=4.25;sym-CODE_128;modpx-4.25;img-ok
sw_module-4.5_1,2stage,1,1,1,0,0,3.810,module=4.5;sym-CODE_128;modpx-4.50;img-ok
sw_module-4.75_1,2stage,1,1,1,0,0,4.160,module=4.75;sym-CODE_128;modpx-4.65;img-ok
sw_module-5_1,2stage,1,1,1,0,0,5.115,module=5;sym-CODE_128;modpx-4.65;img-ok
sw_module-5.25_1,2stage,1,1,1,0,0,5.016,module=5.25;sym-CODE_128;modpx-4.65;img-ok
sw_module-5.5_1,2stage,1,1,1,0,0,4.351,module=5.5;sym-CODE_128;modpx-4.65;img-ok
sw_module-5.75_1,2stage,1,1,1,0,0,4.046,module=5.75;sym-CODE_128;modpx-4.65;img-ok
sw_module-6_1,2stage,1,1,1,0,0,5.687,module=6;sym-CODE_128;modpx-4.65;img-ok
