file,path,expected,found,text_ok,misdecode,dup,ms,tags
sw_module-1_1,2stage,1,1,1,0,0,3.409,module=1;sym-CODE_128;modpx-1.00;img-impossible
sw_module-1.25_1,2stage,1,0,0,0,0,95.550,module=1.25;sym-CODE_128;modpx-1.25;img-impossible
sw_module-1.5_1,2stage,1,1,1,0,0,0.572,module=1.5;sym-CODE_128;modpx-1.50;img-borderline
sw_module-1.75_1,2stage,1,1,1,0,0,0.516,module=1.75;sym-CODE_128;modpx-1.75;img-borderline
sw_module-2_1,2stage,1,1,1,0,0,0.492,module=2;sym-CODE_128;modpx-2.00;img-ok
sw_module-2.25_1,2stage,1,1,1,0,0,0.476,module=2.25;sym-CODE_128;modpx-2.25;img-ok
sw_module-2.5_1,2stage,1,1,1,0,0,0.565,module=2.5;sym-CODE_128;modpx-2.50;img-ok
sw_module-2.75_1,2stage,1,1,1,0,0,1.220,module=2.75;sym-CODE_128;modpx-2.75;img-ok
sw_module-3_1,2stage,1,1,1,0,0,2.184,module=3;sym-CODE_128;modpx-2.91;img-ok
sw_module-3.25_1,2stage,1,1,1,0,0,2.043,module=3.25;sym-CODE_128;modpx-2.91;img-ok
sw_module-3.5_1,2stage,1,1,1,0,0,2.005,module=3.5;sym-CODE_128;modpx-2.91;img-ok
sw_module-3.75_1,2stage,1,1,1,0,0,1.929,module=3.75;sym-CODE_128;modpx-2.91;img-ok
sw_module-4_1,2stage,1,1,1,0,0,2.247,module=4;sym-CODE_128;modpx-2.91;img-ok
sw_module-4.25_1,2stage,1,1,1,0,0,1.999,module=4.25;sym-CODE_128;modpx-2.91;img-ok
sw_module-4.5_1,2stage,1,1,1,0,0,1.987,module=4.5;sym-CODE_128;modpx-2.91;img-ok
sw_module-4.75_1,2stage,1,1,1,0,0,2.018,module=4.75;sym-CODE_128;modpx-2.91;img-ok
sw_module-5_1,2stage,1,1,1,0,0,2.488,module=5;sym-CODE_128;modpx-2.91;img-ok
sw_module-5.25_1,2stage,1,1,1,0,0,2.119,module=5.25;sym-CODE_128;modpx-2.91;img-ok
sw_module-5.5_1,2stage,1,1,1,0,0,2.207,module=5.5;sym-CODE_128;modpx-2.91;img-ok
sw_module-5.75_1,2stage,1,1,1,0,0,1.976,module=5.75;sym-CODE_128;modpx-2.91;img-ok
sw_module-6_1,2stage,1,1,1,0,0,2.210,module=6;sym-CODE_128;modpx-2.91;img-ok
