file,path,expected,found,text_ok,misdecode,dup,ms,tags
sw_module-1_1,2stage,1,0,0,0,0,59.620,module=1;sym-DATA_MATRIX;modpx-1.00;img-impossible
sw_module-1.25_1,2stage,1,0,0,0,0,25.256,module=1.25;sym-DATA_MATRIX;modpx-1.25;img-impossible
sw_module-1.5_1,2stage,1,0,0,0,0,25.572,module=1.5;sym-DATA_MATRIX;modpx-1.50;img-borderline
sw_module-1.75_1,2stage,1,0,0,0,0,25.791,module=1.75;sym-DATA_MATRIX;modpx-1.75;img-borderline
sw_module-2_1,2stage,1,1,1,0,0,4.274,module=2;sym-DATA_MATRIX;modpx-2.00;img-ok
sw_module-2.25_1,2stage,1,1,1,0,0,4.367,module=2.25;sym-DATA_MATRIX;modpx-2.25;img-ok
sw_module-2.5_1,2stage,1,1,1,0,0,4.664,module=2.5;sym-DATA_MATRIX;modpx-2.50;img-ok
sw_module-2.75_1,2stage,1,1,1,0,0,4.478,module=2.75;sym-DATA_MATRIX;modpx-2.75;img-ok
sw_module-3_1,2stage,1,1,1,0,0,4.657,module=3;sym-DATA_MATRIX;modpx-3.00;img-ok
sw_module-3.25_1,2stage,1,1,1,0,0,2.553,module=3.25;sym-DATA_MATRIX;modpx-3.25;img-ok
sw_module-3.5_1,2stage,1,1,1,0,0,2.764,module=3.5;sym-DATA_MATRIX;modpx-3.50;img-ok
sw_module-3.75_1,2stage,1,1,1,0,0,2.585,module=3.75;sym-DATA_MATRIX;modpx-3.75;img-ok
sw_module-4_1,2stage,1,1,1,0,0,3.289,module=4;sym-DATA_MATRIX;modpx-4.00;img-ok
sw_module-4.25_1,2stage,1,1,1,0,0,2.590,module=4.25;sym-DATA_MATRIX;modpx-4.25;img-ok
sw_module-4.5_1,2stage,1,1,1,0,0,2.994,module=4.5;sym-DATA_MATRIX;modpx-4.50;img-ok
sw_module-4.75_1,2stage,1,1,1,0,0,2.744,module=4.75;sym-DATA_MATRIX;modpx-4.75;img-ok
sw_module-5_1,2stage,1,1,1,0,0,3.476,module=5;sym-DATA_MATRIX;modpx-5.00;img-ok
sw_module-5.25_1,2stage,1,1,1,0,0,3.100,module=5.25;sym-DATA_MATRIX;modpx-5.25;img-ok
sw_module-5.5_1,2stage,1,1,1,0,0,2.983,module=5.5;sym-DATA_MATRIX;modpx-5.50;img-ok
sw_module-5.75_1,2stage,1,1,1,0,0,2.961,module=5.75;sym-DATA_MATRIX;modpx-5.75;img-ok
sw_module-6_1,2stage,1,1,1,0,0,8.420,module=6;sym-DATA_MATRIX;modpx-6.00;img-ok
