file,path,expected,found,text_ok,misdecode,dup,ms,tags
sw_dpm-0_invert-0_printdefect-0_quietzone-0_1,2stage,1,1,1,0,0,10.823,dpm=0;invert=0;printdefect=0;quietzone=0;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-1_invert-0_printdefect-0_quietzone-0_1,2stage,1,0,0,0,0,2189.191,dpm=1;invert=0;printdefect=0;quietzone=0;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-0_invert-1_printdefect-0_quietzone-0_1,2stage,1,1,1,0,0,112.446,dpm=0;invert=1;printdefect=0;quietzone=0;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-1_invert-1_printdefect-0_quietzone-0_1,2stage,1,0,0,0,0,853.152,dpm=1;invert=1;printdefect=0;quietzone=0;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-0_invert-0_printdefect-0.25_quietzone-0_1,2stage,1,1,1,0,0,5.162,dpm=0;invert=0;printdefect=0.25;quietzone=0;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-1_invert-0_printdefect-0.25_quietzone-0_1,2stage,1,0,0,0,0,1439.398,dpm=1;invert=0;printdefect=0.25;quietzone=0;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-0_invert-1_printdefect-0.25_quietzone-0_1,2stage,1,1,1,0,0,97.028,dpm=0;invert=1;printdefect=0.25;quietzone=0;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-1_invert-1_printdefect-0.25_quietzone-0_1,2stage,1,0,0,0,0,1246.294,dpm=1;invert=1;printdefect=0.25;quietzone=0;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-0_invert-0_printdefect-0.5_quietzone-0_1,2stage,1,1,1,0,0,9.105,dpm=0;invert=0;printdefect=0.5;quietzone=0;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-1_invert-0_printdefect-0.5_quietzone-0_1,2stage,1,0,0,0,0,1942.579,dpm=1;invert=0;printdefect=0.5;quietzone=0;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-0_invert-1_printdefect-0.5_quietzone-0_1,2stage,1,1,1,0,0,107.044,dpm=0;invert=1;printdefect=0.5;quietzone=0;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-1_invert-1_printdefect-0.5_quietzone-0_1,2stage,1,0,0,0,0,814.397,dpm=1;invert=1;printdefect=0.5;quietzone=0;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-0_invert-0_printdefect-0.75_quietzone-0_1,2stage,1,1,1,0,0,5.311,dpm=0;invert=0;printdefect=0.75;quietzone=0;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-1_invert-0_printdefect-0.75_quietzone-0_1,2stage,1,0,0,0,0,1437.639,dpm=1;invert=0;printdefect=0.75;quietzone=0;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-0_invert-1_printdefect-0.75_quietzone-0_1,2stage,1,1,1,0,0,104.972,dpm=0;invert=1;printdefect=0.75;quietzone=0;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-1_invert-1_printdefect-0.75_quietzone-0_1,2stage,1,0,0,0,0,1064.192,dpm=1;invert=1;printdefect=0.75;quietzone=0;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-0_invert-0_printdefect-1_quietzone-0_1,2stage,1,1,1,0,0,9.431,dpm=0;invert=0;printdefect=1;quietzone=0;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-1_invert-0_printdefect-1_quietzone-0_1,2stage,1,0,0,0,0,1976.616,dpm=1;invert=0;printdefect=1;quietzone=0;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-0_invert-1_printdefect-1_quietzone-0_1,2stage,1,1,1,0,0,87.945,dpm=0;invert=1;printdefect=1;quietzone=0;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-1_invert-1_printdefect-1_quietzone-0_1,2stage,1,0,0,0,0,782.674,dpm=1;invert=1;printdefect=1;quietzone=0;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-0_invert-0_printdefect-0_quietzone-0.25_1,2stage,1,1,1,0,0,5.362,dpm=0;invert=0;printdefect=0;quietzone=0.25;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
sw_dpm-1_invert-0_printdefect-0_quietzone-0.25_1,2stage,1,0,0,0,0,986.041,dpm=1;invert=0;printdefect=0;quietzone=0.25;sym-DATA_BAR_EXPANDED;modpx-6.85;img-ok
