file,path,expected,found,text_ok,misdecode,dup,ms,tags
c000000_5,2stage,5,1,1,0,0,2.138,mixed;mod-5px+;sym-QR;rot-small;perspective;mod-3px;sym-CODE128;inverted;lowcontrast;sym-ITF;rot-free;printdefect;dirty;overexposed;noise;sym-CODE_128;sym-QR_CODE;n5;img-ok
c000001_1,2stage,1,0,0,0,0,809.168,mixed;mod-5px+;sym-CODE39;lowcontrast;inverted;printdefect;quietzone;noise-strong;sym-CODE_39;n1;img-ok
c000002_2,2stage,2,1,1,0,0,2.954,mixed;clutter-label;mod-3px;sym-CODE128;perspective;mod-5px+;rot-small;glare;overexposed;sym-CODE_128;n2;img-ok
c000003_5,2stage,5,1,1,0,0,2.272,mixed;clutter-warehouse;mod-5px+;sym-QR;dpm;printdefect;damaged;rot-free;sym-ITF;lowcontrast;inverted;mod-3px;dirty;curved;glare;sym-QR_CODE;n5;img-ok
c000005_2,2stage,2,2,2,0,0,8.557,mixed;mod-5px+;sym-QR;damaged;rot-small;printdefect;perspective;overexposed;sym-QR_CODE;n2;img-ok
c000007_1,2stage,1,0,0,0,0,181.255,mixed;mod-3px;sym-ITF;rot-free;shadow;n1;img-ok
c000008_2,2stage,2,1,1,0,0,43.445,mixed;clutter-label;mod-5px+;sym-QR;lowcontrast;inverted;defocus-strong;sym-QR_CODE;n2;img-ok
c000012_3,2stage,3,2,2,0,0,22.443,mixed;clutter-falsepattern;mod-5px+;sym-QR;damaged;rot-free;rot-ortho;lowcontrast;perspective;underexposed;noise;sym-QR_CODE;n3;img-ok
c000014_1,2stage,1,1,1,0,0,19.310,mixed;clutter-label;mod-5px+;sym-QR;rot-small;shadow;underexposed;sym-QR_CODE;n1;img-ok
c000018_1,2stage,1,0,0,0,0,283.143,mixed;mod-5px+;sym-CODE128;lowcontrast;inverted;rot-ortho;glare;sym-CODE_128;n1;img-ok
c000019_1,2stage,1,1,1,0,0,44.932,mixed;mod-5px+;sym-QR;rot-small;noise-strong;sym-QR_CODE;n1;img-ok
c000022_1,2stage,1,0,0,0,0,258.661,mixed;mod-5px+;sym-ITF;glare;shadow;n1;img-ok
c000024_5,2stage,5,2,2,0,0,125.628,mixed;clutter-label;mod-3px;sym-ITF;lowcontrast;mod-5px+;sym-QR;inverted;rot-free;printdefect;curved;noise-strong;sym-QR_CODE;n5;img-ok
c000026_2,2stage,2,1,1,0,0,1.864,mixed;clutter-falsepattern;mod-3px;sym-ITF;printdefect;sym-QR;damaged;curved;sym-QR_CODE;n2;img-ok
c000027_8,2stage,8,1,1,0,0,1.667,mixed;clutter-label;mod-5px+;sym-QR;inverted;printdefect;mod-3px;sym-EAN13;sym-CODE128;perspective;rot-free;lowcontrast;rot-ortho;glare;sym-CODE_128;sym-EAN_13;sym-QR_CODE;n8;img-ok
c000031_12,2stage,12,5,5,0,0,48.145,mixed;clutter-label;mod-5px+;sym-QR;printdefect;mod-3px;sym-CODE128;lowcontrast;perspective-strong;rot-free;sym-CODE39;sym-ITF;inverted;rot-ortho;rot-small;sym-EAN13;underexposed;sym-CODE_128;sym-CODE_39;sym-EAN_13;sym-QR_CODE;n12;img-ok
c000033_2,2stage,2,1,1,0,0,1.819,mixed;clutter-label;mod-5px+;sym-CODE128;lowcontrast;inverted;sym-QR;curved;overexposed;sym-CODE_128;sym-QR_CODE;n2;img-ok
c000036_1,2stage,1,1,1,0,0,2.032,mixed;clutter-label;mod-5px+;sym-QR;rot-small;curved;sym-QR_CODE;n1;img-ok
c000037_1,2stage,1,1,1,0,0,6.666,mixed;mod-5px+;sym-QR;lowcontrast;rot-free;dirty;defocus;motion;sym-QR_CODE;n1;img-ok
c000038_6,2stage,6,1,1,0,0,3.096,mixed;mod-3px;sym-EAN13;damaged;sym-CODE128;rot-free;mod-5px+;sym-QR;lowcontrast;inverted;rot-small;quietzone;glare;sym-CODE_128;sym-EAN_13;sym-QR_CODE;n6;img-ok
c000040_5,2stage,5,3,3,0,0,73.349,mixed;clutter-warehouse;mod-3px;sym-CODE39;rot-ortho;mod-5px+;sym-EAN13;perspective-strong;sym-QR;inverted;rot-small;rot-free;quietzone;glare;sym-CODE_39;sym-EAN_13;sym-QR_CODE;n5;img-ok
c000041_5,2stage,5,1,1,0,0,1.723,mixed;mod-3px;sym-QR;sym-EAN13;printdefect;mod-5px+;rot-free;rot-ortho;sym-CODE128;inverted;underexposed;sym-CODE_128;sym-EAN_13;sym-QR_CODE;n5;img-ok
c000042_1,2stage,1,0,0,0,0,215.167,mixed;mod-5px+;sym-QR;lowcontrast;printdefect;perspective;dirty;sym-QR_CODE;n1;img-ok
c000044_1,2stage,1,0,0,0,0,217.644,mixed;mod-3px;sym-ITF;rot-small;glare;underexposed;n1;img-ok
c000049_1,2stage,1,0,0,0,0,291.692,mixed;mod-5px+;sym-QR;lowcontrast;dpm;damaged;curved;sym-QR_CODE;n1;img-ok
c000051_1,2stage,1,1,1,0,0,41.675,mixed;clutter-falsepattern;mod-5px+;sym-CODE128;glare;noise-strong;sym-CODE_128;n1;img-ok
c000052_2,2stage,2,1,1,0,0,2.441,mixed;clutter-falsepattern;mod-3px;sym-CODE128;printdefect;mod-5px+;sym-QR;dirty;glare;underexposed;sym-CODE_128;sym-QR_CODE;n2;img-ok
c000053_2,2stage,2,1,1,0,0,35.109,mixed;mod-3px;sym-ITF;lowcontrast;rot-ortho;sym-CODE128;curved;shadow;underexposed;sym-CODE_128;n2;img-ok
c000054_1,2stage,1,1,1,0,0,4.648,mixed;mod-3px;sym-QR;rot-ortho;perspective;overexposed;sym-QR_CODE;n1;img-ok
c000057_2,2stage,2,1,1,0,0,1.665,mixed;clutter-label;mod-5px+;sym-EAN13;rot-ortho;sym-QR;lowcontrast;damaged;quietzone;underexposed;sym-EAN_13;sym-QR_CODE;n2;img-ok
c000060_1,2stage,1,1,1,0,0,4.420,mixed;clutter-warehouse;mod-3px;sym-CODE39;rot-small;shadow;underexposed;sym-CODE_39;n1;img-ok
c000061_1,2stage,1,1,1,0,0,1.122,mixed;mod-3px;sym-CODE128;damaged;rot-small;glare;sym-CODE_128;n1;img-ok
c000066_1,2stage,1,1,1,0,0,1.787,mixed;clutter-falsepattern;mod-5px+;sym-CODE128;damaged;shadow;sym-CODE_128;n1;img-ok
c000067_2,2stage,2,0,0,0,0,763.167,mixed;clutter-falsepattern;mod-5px+;sym-QR;dpm;mod-3px;sym-CODE39;lowcontrast;inverted;damaged;rot-ortho;underexposed;sym-CODE_39;sym-QR_CODE;n2;img-ok
