file,path,expected,found,text_ok,misdecode,dup,ms,tags
sw_dpm-0_invert-0_printdefect-0_quietzone-0_1,2stage,1,1,1,0,0,8.477,dpm=0;invert=0;printdefect=0;quietzone=0;sym-CODE_128;modpx-8.00;img-ok
sw_dpm-1_invert-0_printdefect-0_quietzone-0_1,2stage,1,1,1,0,0,65.696,dpm=1;invert=0;printdefect=0;quietzone=0;sym-CODE_128;modpx-8.00;img-ok
sw_dpm-0_invert-1_printdefect-0_quietzone-0_1,2stage,1,1,1,0,0,64.701,dpm=0;invert=1;printdefect=0;quietzone=0;sym-CODE_128;modpx-8.00;img-ok
sw_dpm-1_invert-1_printdefect-0_quietzone-0_1,2stage,1,1,1,0,0,123.421,dpm=1;invert=1;printdefect=0;quietzone=0;sym-CODE_128;modpx-8.00;img-ok
sw_dpm-0_invert-0_printdefect-0.25_quietzone-0_1,2stage,1,1,1,0,0,3.706,dpm=0;invert=0;printdefect=0.25;quietzone=0;sym-CODE_128;modpx-8.00;img-ok
sw_dpm-1_invert-0_printdefect-0.25_quietzone-0_1,2stage,1,1,1,0,0,39.987,dpm=1;invert=0;printdefect=0.25;quietzone=0;sym-CODE_128;modpx-8.00;img-ok
sw_dpm-0_invert-1_printdefect-0.25_quietzone-0_1,2stage,1,1,1,0,0,58.223,dpm=0;invert=1;printdefect=0.25;quietzone=0;sym-CODE_128;modpx-8.00;img-ok
sw_dpm-1_invert-1_printdefect-0.25_quietzone-0_1,2stage,1,1,1,0,0,141.525,dpm=1;invert=1;printdefect=0.25;quietzone=0;sym-CODE_128;modpx-8.00;img-ok
sw_dpm-0_invert-0_printdefect-0.5_quietzone-0_1,2stage,1,1,1,0,0,3.930,dpm=0;invert=0;printdefect=0.5;quietzone=0;sym-CODE_128;modpx-8.00;img-ok
sw_dpm-1_invert-0_printdefect-0.5_quietzone-0_1,2stage,1,1,1,0,0,38.405,dpm=1;invert=0;printdefect=0.5;quietzone=0;sym-CODE_128;modpx-8.00;img-ok
sw_dpm-0_invert-1_printdefect-0.5_quietzone-0_1,2stage,1,1,1,0,0,62.312,dpm=0;invert=1;printdefect=0.5;quietzone=0;sym-CODE_128;modpx-8.00;img-ok
sw_dpm-1_invert-1_printdefect-0.5_quietzone-0_1,2stage,1,0,0,0,0,658.119,dpm=1;invert=1;printdefect=0.5;quietzone=0;sym-CODE_128;modpx-8.00;img-ok
sw_dpm-0_invert-0_printdefect-0.75_quietzone-0_1,2stage,1,1,1,0,0,3.011,dpm=0;invert=0;printdefect=0.75;quietzone=0;sym-CODE_128;modpx-8.00;img-ok
sw_dpm-1_invert-0_printdefect-0.75_quietzone-0_1,2stage,1,1,1,0,0,36.237,dpm=1;invert=0;printdefect=0.75;quietzone=0;sym-CODE_128;modpx-8.00;img-ok
sw_dpm-0_invert-1_printdefect-0.75_quietzone-0_1,2stage,1,1,1,0,0,58.415,dpm=0;invert=1;printdefect=0.75;quietzone=0;sym-CODE_128;modpx-8.00;img-ok
